name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
Expand Networks,['Hardware + Software'],63500000.0,USA,NJ,1996-06-30 13:31:02.880490288,4,2000-10-11,2008-08-26,1
Expert Dynamics,['Software'],450000.0,ISR,5,2003-01-01 00:00:00.000000000,1,2005-05-08,2005-05-08,1
Expertcity,"['Computers', 'Software', 'Technology']",30000000.0,USA,CA,1995-08-21 13:31:02.880490288,1,1999-12-02,1999-12-02,1
Explore.To Yellow Pages,"['Local Search', 'Location Based Services', 'Reviews and Recommendations', 'Search']",50000.0,USA,DE,2010-06-10 00:00:00.000000000,1,2010-06-25,2010-06-25,0
Explorys,"['Analytics', 'Enterprise Software', 'Health Care']",14050000.0,USA,OH,2009-01-01 00:00:00.000000000,2,2010-08-02,2011-05-10,1
expressor software,"['Big Data Analytics', 'Data Integration', 'Software']",29050000.0,USA,MA,2007-01-01 00:00:00.000000000,4,2007-07-01,2011-12-19,1
ExSafe,"['Cloud Computing', 'Mobile', 'Security', 'Software']",1200000.0,IRL,7,2006-01-01 00:00:00.000000000,1,2008-04-01,2008-04-01,0
Extend Health,['Finance'],15000000.0,USA,UT,2003-04-28 13:31:02.880490288,1,2007-08-09,2007-08-09,1
Extend Media,"['Software', 'Video']",33200000.0,USA,MA,1991-01-01 00:00:00.000000000,3,2006-03-16,2008-12-01,1
Extended Care Information Network,"['Enterprises', 'Health Care']",16000000.0,USA,IL,1995-01-01 00:00:00.000000000,3,2000-01-31,2001-03-31,1
Extended Stay America,"['Hospitality', 'Hotels']",565000000.0,USA,NC,2009-08-01 13:31:02.880490288,1,2013-11-12,2013-11-12,1
Extended Systems,['Software'],41358853.86867132,USA,ID,1984-01-01 00:00:00.000000000,1,1992-09-30,1992-09-30,1
Extension Entertainment,"['Curated Web', 'Music']",2750000.0,USA,NY,2010-03-01 00:00:00.000000000,3,2010-05-16,2012-02-15,1
Exterprise,"['Internet', 'Marketplaces', 'Services']",24000000.0,SGP,unknown,1996-04-23 13:31:02.880490288,1,2000-08-04,2000-08-04,1
ExTractApps,['Software'],167500.0,USA,CA,2009-06-01 00:00:00.000000000,1,2010-04-07,2010-04-07,0
extraTKT,"['Android', 'E-Commerce', 'iPhone', 'Local', 'Location Based Services', 'Mobile', 'Peer-to-Peer', 'Ticketing']",50000.0,SGP,unknown,2010-09-01 00:00:00.000000000,1,2010-09-01,2010-09-01,0
Extreme DA,['Software'],7380000.0,USA,CA,2003-01-01 00:00:00.000000000,1,2007-04-05,2007-04-05,1
Extreme Enterprises,"['Design', 'Enterprise Software', 'Internet', 'Media', 'Networking', 'Services', 'Software']",1455000.0,USA,FL,2007-11-28 00:00:00.000000000,8,2008-05-09,2009-11-01,0
Extreme Startups,"['Software', 'Startups', 'Venture Capital']",8800000.0,CAN,ON,2012-01-01 00:00:00.000000000,2,2012-01-31,2013-02-01,0
Exuru!,"['Curated Web', 'E-Commerce', 'Email']",150000.0,GBR,H3,2011-07-01 00:00:00.000000000,1,2011-07-01,2011-07-01,0
EyeGate Pharmaceuticals,['Biotechnology'],58443814.0,USA,MA,1998-01-01 00:00:00.000000000,9,2006-11-02,2014-07-28,1
Eyeona,"['Consumers', 'Curated Web', 'Mobile', 'Mobile Shopping', 'Price Comparison', 'Retail', 'Shopping']",2000000.0,USA,CA,2011-01-01 00:00:00.000000000,1,2011-10-10,2011-10-10,0
EyeSpot,['Software'],3700000.0,USA,CA,2005-01-01 00:00:00.000000000,1,2006-10-01,2006-10-01,1
Eyesquad,"['Design', 'Technology']",15545129.460227273,ISR,5,2005-01-01 00:00:00.000000000,1,2006-02-22,2006-02-22,1
Eyetel Imaging,['Medical'],10670000.0,USA,MD,1996-01-01 00:00:00.000000000,1,2004-03-22,2004-03-22,1
Eyetronics,['Hardware + Software'],4720000.0,BEL,1,2005-01-25 13:31:02.880490288,1,2009-05-08,2009-05-08,0
Eyevensys,['Biotechnology'],15698415.835953712,FRA,A8,2008-12-29 13:31:02.880490288,1,2013-04-11,2013-04-11,0
EZ2CAD,['Enterprise Software'],450000.0,ISR,2,2002-04-18 13:31:02.880490288,1,2006-07-30,2006-07-30,0
EZ2Companies,"['Internet', 'Portals', 'Services']",10000000.0,USA,FL,2001-04-24 13:31:02.880490288,1,2005-08-05,2005-08-05,0
EZChip,['Semiconductors'],12116716.0,USA,CA,1999-01-01 00:00:00.000000000,3,2003-05-01,2010-01-14,1
ezeep,"['Cloud Computing', 'Enterprise Software', 'Printing']",675150.0,DEU,16,2010-01-01 00:00:00.000000000,4,2011-06-01,2014-05-02,0
EzLike,['Advertising'],100000.0,BRA,2,2012-05-01 00:00:00.000000000,1,2012-05-01,2012-05-01,1
eZWay,['Mobile'],25000.0,SGP,unknown,2009-08-20 13:31:02.880490288,1,2013-12-01,2013-12-01,0
FAB BAG,"['Beauty', 'Cosmetics', 'E-Commerce', 'Subscription Businesses']",500000.0,IND,16,2012-07-15 00:00:00.000000000,1,2013-02-18,2013-02-18,0
Fab,"['Apps', 'Design', 'E-Commerce', 'Marketplaces']",336325000.0,USA,NY,2011-06-09 00:00:00.000000000,11,2010-01-28,2013-08-12,1
FabFitFun,"['Curated Web', 'Digital Media', 'E-Commerce', 'Health and Wellness', 'Subscription Businesses', 'Women']",3500000.0,USA,CA,2010-12-01 00:00:00.000000000,1,2015-10-13,2015-10-13,1
Fabhotels,"['Hospitality', 'Hotels', 'Services']",5000000.0,SGP,unknown,2015-01-01 00:00:00.000000000,1,2015-07-10,2015-07-10,0
Fabkids,['E-Commerce'],2600000.0,USA,CA,2012-01-01 00:00:00.000000000,1,2012-08-02,2012-08-02,1
Fablistic,"['Curated Web', 'Networking', 'Social Search']",41358853.86867132,USA,WA,2009-08-01 00:00:00.000000000,1,2009-01-01,2009-01-01,0
Fabricly,['E-Commerce'],400000.0,USA,NY,2010-01-01 00:00:00.000000000,1,2010-11-18,2010-11-18,0
fabrik,"['File Sharing', 'Flash Storage', 'Hardware + Software', 'Storage']",51300000.0,USA,CA,2005-08-01 00:00:00.000000000,4,2005-09-01,2007-05-01,1
Fabrika Online,['Games'],7000000.0,RUS,48,2008-01-01 00:00:00.000000000,1,2013-09-01,2013-09-01,0
Face.com,['Photography'],5300000.0,ISR,5,2005-04-01 00:00:00.000000000,3,2009-02-27,2011-10-04,1
Face-Me,"['Games', 'Graphics', 'Toys']",50000.0,PER,15,2012-01-01 00:00:00.000000000,1,2011-12-01,2011-12-01,0
Facebook,"['All Students', 'Colleges', 'Communities', 'Identity', 'Social Media']",2425700000.0,USA,CA,2004-02-04 00:00:00.000000000,11,2004-09-01,2011-01-21,1
faceshift,"['Broadcasting', 'Content Creators', 'Digital Media', 'Face Recognition', 'Video Conferencing', 'Virtual Worlds']",700000.0,CHE,25,2012-01-06 00:00:00.000000000,1,2013-09-29,2013-09-29,1
FaceTags,"['Lead Generation', 'Photography', 'SaaS']",15515606.656651298,SGP,unknown,2011-05-15 00:00:00.000000000,1,2011-05-05,2011-05-05,0
"FaceTime Communications, Inc","['Service Providers', 'Social Network Media', 'Unifed Communications']",70000000.0,USA,CA,1995-10-20 13:31:02.880490288,2,2000-01-31,2001-07-30,1
Factery,['Curated Web'],1200000.0,USA,CA,2009-04-01 00:00:00.000000000,1,2009-09-10,2009-09-10,0
Factor Technology Group,['Software'],2960000.0,USA,CA,2003-05-19 13:31:02.880490288,1,2007-08-30,2007-08-30,1
Factory Logic,['Software'],8000000.0,USA,TX,1993-01-01 00:00:00.000000000,1,2005-06-03,2005-06-03,1
Factory Media Limited,"['Bicycles', 'Internet', 'iPhone', 'Sports', 'Video', 'Video on Demand']",6821772.0,GBR,H9,2006-12-01 00:00:00.000000000,1,2006-12-01,2006-12-01,1
FAD ★ IO,"['Curated Web', 'E-Commerce', 'Ediscovery', 'Social Media']",41358853.86867132,USA,CA,2008-03-18 13:31:02.880490288,1,2012-06-29,2012-06-29,0
FairFly,['Online Travel'],2000000.0,USA,CA,2013-12-01 00:00:00.000000000,2,2015-01-27,2015-06-21,0
FairPoint Communications,"['Public Relations', 'Telecommunications']",13300000.0,USA,GA,1991-01-01 00:00:00.000000000,1,2015-08-19,2015-08-19,1
FairShare,['Consulting'],62500.0,USA,CA,2009-03-27 13:31:02.880490288,2,2013-07-08,2014-11-12,0
FairSoftware,"['Collaboration', 'Crowdsourcing', 'Curated Web', 'File Sharing', 'Internet']",100000.0,USA,CA,2007-01-01 00:00:00.000000000,1,2007-01-01,2007-01-01,0
Fakespace Systems,"['Services', 'Systems', 'Visualization']",4200000.0,CAN,ON,1996-11-05 13:31:02.880490288,1,2001-02-16,2001-02-16,0
FameCast,"['Artists Globally', 'Consumer Goods', 'Games', 'Identity', 'Music', 'Social Media', 'Social Network Media', 'Video']",9700000.0,USA,TX,2007-01-01 00:00:00.000000000,3,2007-06-01,2010-03-30,0
Familiar,['Photography'],1300000.0,USA,WA,2011-01-01 00:00:00.000000000,2,2011-05-01,2012-09-18,1
Familybuilder,"['Social Network Media', 'Software']",1807716.0,USA,NY,2007-06-01 00:00:00.000000000,3,2008-02-21,2010-07-14,1
FamilyFinds,"['Curated Web', 'Flash Sales']",5750000.0,USA,CA,2010-03-01 00:00:00.000000000,1,2010-12-01,2010-12-01,0
FamilyLeaf,['Social Media'],984000.0,USA,CA,2012-03-01 00:00:00.000000000,2,2012-01-01,2013-05-15,1
FanBoom,['Curated Web'],10000.0,USA,CT,2007-09-01 00:00:00.000000000,1,2008-01-01,2008-01-01,0
Fan Appz,"['Mobile', 'Social Media', 'Social Media Marketing', 'Software']",25000.0,USA,CA,2010-01-01 00:00:00.000000000,1,2013-04-01,2013-04-01,0
Fanarchy Limited,"['Curated Web', 'Sports', 'Weddings']",18885.0,SGP,unknown,2011-06-19 00:00:00.000000000,1,2012-07-01,2012-07-01,0
Fanatics,['E-Commerce'],695000000.0,USA,FL,1995-01-01 00:00:00.000000000,4,2012-06-07,2015-08-25,1
Fanbouts,"['Digital Media', 'News', 'Sports']",41358853.86867132,USA,KY,2012-07-10 00:00:00.000000000,1,2012-06-01,2012-06-01,0
Fandango,"['Entertainment', 'Technology']",15300000.0,USA,CA,2000-01-01 00:00:00.000000000,1,2003-01-07,2003-01-07,1
The Fanfare Group,['Enterprise Software'],34085228.0,USA,CA,2004-01-01 00:00:00.000000000,4,2005-01-01,2009-12-03,1
FanFound,"['Entertainment', 'Games', 'Internet', 'Music', 'Networking']",500000.0,USA,IL,2011-01-01 00:00:00.000000000,1,2011-01-01,2011-01-01,0
FangDD,"['Internet', 'Real Estate', 'Transaction Processing']",1000000.0,SGP,unknown,2012-01-01 00:00:00.000000000,1,2012-06-20,2012-06-20,0
FanGo Software Systems,"['Mobile', 'Software', 'Startups']",1052870.0,USA,IL,2006-02-18 13:31:02.880490288,9,2010-06-01,2011-04-01,1
Fanitics,['Games'],25000.0,USA,CA,2010-09-01 00:00:00.000000000,1,2013-04-01,2013-04-01,0
FanLib,"['Internet', 'Shared Services', 'Social Media']",3000000.0,USA,CA,2006-01-01 00:00:00.000000000,1,2006-11-06,2006-11-06,1
Fanlime,"['Content', 'E-Commerce', 'Lifestyle', 'Sports']",41358853.86867132,USA,NY,2010-06-20 13:31:02.880490288,1,2014-10-01,2014-10-01,0
Fanvibe,"['Curated Web', 'Internet', 'iPhone', 'Social Media', 'Sports']",41358853.86867132,USA,CA,2009-01-01 00:00:00.000000000,1,2010-09-01,2010-09-01,1
FanSnap,"['Concerts', 'Curated Web', 'Search', 'Sports', 'Theatre', 'Ticketing', 'Vertical Search']",15700000.0,USA,CA,2007-01-01 00:00:00.000000000,3,2008-11-24,2009-08-12,0
FantasyBook,"['Facebook Applications', 'Fantasy Sports', 'Sports']",41358853.86867132,USA,CA,2007-12-01 00:00:00.000000000,1,2007-07-09,2007-07-09,1
FantasySalesTeam,['Curated Web'],1390750.0,USA,unknown,2012-01-01 00:00:00.000000000,3,2014-04-16,2015-01-06,1
FanTrail,"['Android', 'iOS', 'iPhone', 'Mobile']",500000.0,USA,TX,2010-09-14 00:00:00.000000000,1,2011-04-15,2011-04-15,0
Fan TV,"['Consumer Electronics', 'Ediscovery', 'Games', 'Search', 'Services']",8393798.0,USA,CA,2010-01-01 00:00:00.000000000,1,2014-05-14,2014-05-14,1
Fanwards,"['Gamification', 'Sales and Marketing', 'Social Media', 'Software']",65000.0,ARG,7,2011-07-13 00:00:00.000000000,2,2011-09-01,2012-03-07,0
Fanzter,['Software'],4000000.0,USA,CT,2007-06-01 00:00:00.000000000,2,2008-01-01,2009-03-03,0
FAPL,"['Fashion', 'Information Technology', 'Social Commerce']",1000000.0,USA,CA,2015-04-28 00:00:00.000000000,1,2015-05-18,2015-05-18,0
Farecast,"['Finance', 'Transportation', 'Travel']",20600000.0,USA,WA,2003-01-01 00:00:00.000000000,3,2004-10-01,2007-01-01,1
FarmFresh,"['Internet', 'Marketplaces', 'Shopping']",20000.0,SGP,unknown,2010-11-18 13:31:02.880490288,1,2015-03-01,2015-03-01,0
Farmol,"['Beauty', 'Cosmetics', 'Manufacturing']",14841000.0,ITA,9,2008-01-08 13:31:02.880490288,1,2012-04-20,2012-04-20,0
Fashion Evolution Holdings,['Fashion'],500000.0,ZAF,unknown,2005-07-08 13:31:02.880490288,1,2009-10-19,2009-10-19,0
Fashion For Home,"['E-Commerce', 'Furniture']",15515606.656651298,SGP,unknown,2009-01-01 00:00:00.000000000,1,2012-07-03,2012-07-03,1
Fashion Playtes,['E-Commerce'],15031860.0,USA,MA,2008-05-01 00:00:00.000000000,5,2009-08-14,2013-12-13,0
FashionFreax GmbH,"['Design', 'Fashion', 'Maps']",26718000.17836007,DEU,5,2008-06-01 00:00:00.000000000,1,2008-06-01,2008-06-01,1
Fashionspace,"['Design', 'E-Commerce', 'Fashion', 'Marketplaces']",200000.0,GBR,A4,2007-10-01 00:00:00.000000000,1,2012-06-18,2012-06-18,0
FashionStake,"['E-Commerce', 'Fashion', 'Social Media']",400000.0,USA,NY,2010-08-01 00:00:00.000000000,1,2010-08-14,2010-08-14,1
Fashism,['Fashion'],1000000.0,USA,NY,2009-01-01 00:00:00.000000000,1,2010-11-19,2010-11-19,0
Fasmatech Science and Technology,"['Electronics', 'Life Sciences', 'Manufacturing', 'Technology']",241827.0,SGP,unknown,2009-09-19 00:00:00.000000000,2,2010-01-10,2011-02-18,0
Fast Society,"['Messaging', 'Mobile', 'SMS']",275000.0,USA,NY,2009-08-01 00:00:00.000000000,1,2010-11-01,2010-11-01,0
FastBooking,['Curated Web'],49800796.812749,FRA,A8,2000-01-01 00:00:00.000000000,1,2007-10-01,2007-10-01,0
Fastclick,"['Advertising', 'Curated Web']",75000000.0,USA,CA,1998-01-01 00:00:00.000000000,1,2005-03-17,2005-03-17,1
FastConnect,"['Big Data', 'Cloud Computing', 'Consulting', 'Engineering Firms', 'Information Technology']",15698415.835953712,FRA,A8,2004-01-23 00:00:00.000000000,1,2010-05-01,2010-05-01,1
AcceloWeb,['Curated Web'],15515606.656651298,SGP,unknown,2009-01-01 00:00:00.000000000,1,2009-07-19,2009-07-19,1
Fastmobile,"['Mobile', 'Technology']",12000000.0,USA,IL,2003-01-01 00:00:00.000000000,1,2005-05-16,2005-05-16,1
FASTNET,"['Internet', 'Internet of Things', 'Services']",5000000.0,SGP,unknown,1997-06-13 13:31:02.880490288,1,2001-09-24,2001-09-24,0
Fastpoint Games,"['Facebook Applications', 'Game Mechanics', 'Games', 'Social Games', 'Social Network Media']",5900000.0,USA,CA,2010-11-29 00:00:00.000000000,2,2010-03-10,2010-11-29,1
FastScaleTechnology,"['Finance', 'FinTech']",12000000.0,USA,CA,2006-01-01 00:00:00.000000000,2,2007-03-28,2009-04-14,1
FastSoft,"['Internet', 'Software']",5575000.0,USA,CA,2006-01-01 00:00:00.000000000,4,2007-06-11,2012-09-04,1
Fat Spaniel Technologies,['Clean Technology'],32630837.0,USA,CA,2003-01-01 00:00:00.000000000,4,2006-10-16,2009-12-11,1
fatdoor,"['Local', 'Maps', 'Social Network Media', 'Web Hosting']",5500000.0,USA,CA,2003-08-03 13:31:02.880490288,1,2007-11-14,2007-11-14,0
Fate Therapeutics,['Biotechnology'],86188360.0,USA,CA,2007-01-01 00:00:00.000000000,6,2007-11-29,2015-05-15,1
Fathom Online,['Advertising'],6000000.0,USA,CA,2002-01-01 00:00:00.000000000,1,2004-07-01,2004-07-01,1
Fathomd,"['Educational Games', 'Games', 'Gamification', 'Technology']",50000.0,USA,TX,2014-06-01 00:00:00.000000000,1,2015-03-20,2015-03-20,0
FathomDB,"['Databases', 'Enterprise Software', 'Software']",15515606.656651298,SGP,unknown,2003-11-20 13:31:02.880490288,2,2008-03-02,2009-01-01,1
Fatwire,['Software'],8100000.0,USA,NY,1996-01-01 00:00:00.000000000,1,2010-01-29,2010-01-29,1
Faves,"['Curated Web', 'Web Tools']",1500000.0,USA,WA,2004-12-01 00:00:00.000000000,1,2004-01-01,2004-01-01,0
fav.or.it,"['Blogging Platforms', 'Curated Web']",712000.0,GBR,K7,2007-08-01 00:00:00.000000000,1,2009-02-18,2009-02-18,0
Federated Media Publishing,['Publishing'],4500000.0,USA,CA,2005-01-01 00:00:00.000000000,1,2007-08-27,2007-08-27,0
FeedBurner,['Curated Web'],8000000.0,USA,IL,2004-02-01 00:00:00.000000000,2,2004-06-01,2005-04-06,1
Feedgen,"['Social CRM', 'Software']",41358853.86867132,USA,CA,2011-01-01 00:00:00.000000000,3,2011-01-01,2011-02-01,0
FeedHenry,"['Cloud Computing', 'Enterprise Software', 'Mobile', 'PaaS', 'SaaS', 'Web Development']",9000000.0,USA,MA,2010-05-01 00:00:00.000000000,1,2013-05-02,2013-05-02,1
FeedMagnet,"['Events', 'Facebook Applications', 'Location Based Services', 'Photo Sharing', 'Social Media', 'Twitter Applications']",250000.0,USA,TX,2009-01-01 00:00:00.000000000,1,2009-09-25,2009-09-25,1
FeedMob,"['Advertising Platforms', 'Apps', 'Services']",20000.0,SGP,unknown,2015-10-01 00:00:00.000000000,1,2015-09-01,2015-09-01,0
Feedster,"['Business Services', 'Creative', 'Services']",41358853.86867132,USA,CA,2000-08-29 13:31:02.880490288,2,2004-12-10,2005-06-03,0
Feedtrace,"['Curated Web', 'Real Time', 'Reviews and Recommendations', 'Twitter Applications']",130000.0,USA,NY,2009-08-10 00:00:00.000000000,1,2010-03-01,2010-03-01,1
Femta Pharmaceuticals,['Biotechnology'],23500000.0,USA,CA,2005-04-05 13:31:02.880490288,3,2009-07-17,2010-10-12,0
FENA Design,"['Health and Wellness', 'Health Care Information Technology']",41358853.86867132,USA,MN,1992-01-01 00:00:00.000000000,1,2003-01-10,2003-01-10,0
Feniks,['Manufacturing'],750000.0,USA,WA,2014-01-01 00:00:00.000000000,1,2014-03-09,2014-03-09,0
Fenix Biotech,"['Biotechnology', 'Technology']",243000.0,ESP,29,2006-06-16 13:31:02.880490288,1,2010-09-27,2010-09-27,0
Fetch MD,"['Health and Wellness', 'Health Care', 'Lead Generation']",25000.0,USA,TX,2013-05-15 00:00:00.000000000,1,2013-06-07,2013-06-07,0
Fetch Technologies,['Analytics'],4600000.0,USA,CA,2006-11-11 13:31:02.880490288,1,2011-02-22,2011-02-22,1
FetchBack,"['Ad Targeting', 'Advertising', 'Sales and Marketing']",1000000.0,USA,AZ,2007-04-01 00:00:00.000000000,1,2008-01-01,2008-01-01,1
FetchDog,['Pets'],4933907.0,USA,ME,2004-10-31 13:31:02.880490288,2,2009-02-11,2010-07-01,0
Fetchnotes,"['Apps', 'Collaboration', 'Mobile', 'Productivity Software']",443000.0,USA,MA,2011-03-01 00:00:00.000000000,4,2012-08-03,2014-01-01,0
FeZo,['Enterprise Software'],60000.0,USA,CA,2011-06-27 00:00:00.000000000,1,2011-06-27,2011-06-27,0
fflap,"['E-Commerce', 'Social Media Marketing', 'Twitter Applications']",194526.0,GBR,J7,2010-04-12 00:00:00.000000000,2,2010-04-12,2010-08-01,0
fflick,"['Curated Web', 'Social Media']",41358853.86867132,USA,CA,2010-01-01 00:00:00.000000000,1,2010-08-01,2010-08-01,1
FFWD,['Curated Web'],1700000.0,USA,CA,2007-01-01 00:00:00.000000000,1,2007-08-01,2007-08-01,0
FHP Wireless,"['Technology', 'Wireless']",8300000.0,USA,CA,1998-10-27 13:31:02.880490288,1,2003-02-07,2003-02-07,0
FIA Formula E,['Racing'],68569234.0,GBR,F1,2012-01-01 00:00:00.000000000,1,2014-05-15,2014-05-15,0
Fiberlink,"['Apps', 'Enterprises', 'Mobile', 'Security', 'Software']",50000000.0,USA,PA,1991-01-01 00:00:00.000000000,1,2003-07-18,2003-07-18,1
Fidelis Security Systems,['Enterprise Software'],28415704.0,USA,MD,2002-01-01 00:00:00.000000000,3,2005-05-16,2010-04-13,1
Fieldglass,['Software'],185287501.0,USA,IL,1999-11-12 00:00:00.000000000,3,2002-08-05,2010-10-26,1
FieldSolutions,['Hardware + Software'],1500000.0,USA,MN,2006-01-01 00:00:00.000000000,1,2010-07-01,2010-07-01,1
Fifteen Reasons,"['Career Planning', 'Events', 'Internet', 'Social Media', 'Software']",41358853.86867132,USA,CA,2006-01-06 00:00:00.000000000,1,2007-08-22,2007-08-22,0
Fifth Generation Systems,"['Games', 'Technology']",10550000.0,USA,NY,2002-07-21 13:31:02.880490288,2,2006-11-01,2008-01-01,0
FigCard,['E-Commerce'],100000.0,USA,MA,2006-08-22 13:31:02.880490288,1,2010-12-03,2010-12-03,1
Figment,['Curated Web'],1000000.0,USA,NY,2007-01-29 13:31:02.880490288,1,2011-05-12,2011-05-12,1
Filao,['Software'],10900000.0,FRA,A8,2000-01-01 00:00:00.000000000,3,2005-03-01,2008-03-28,0
Filecubed,"['Curated Web', 'Design', 'File Sharing', 'User Experience Design', 'Web Tools']",50000.0,SGP,unknown,2012-01-01 00:00:00.000000000,1,2012-01-01,2012-01-01,0
FilesX,['Software'],7500000.0,ISR,4,2000-01-01 00:00:00.000000000,1,2003-04-15,2003-04-15,1
Filip Technologies,['Hardware + Software'],9195002.0,USA,NY,2010-01-01 00:00:00.000000000,2,2014-04-16,2014-04-24,0
Filmaster,"['Games', 'Personalization', 'Predictive Analytics', 'Social Television']",769548.331562066,POL,78,2010-09-01 00:00:00.000000000,4,2010-09-01,2013-07-01,1
FilmLoop,['Software'],12600000.0,USA,CA,2000-10-21 13:31:02.880490288,2,2005-02-01,2006-05-01,0
Filtrbox,"['Content', 'Curated Web', 'Finance', 'FinTech']",1915000.0,USA,CA,2007-04-01 00:00:00.000000000,3,2007-08-01,2009-02-17,1
FIMBex,['Crowdfunding'],41358853.86867132,USA,FL,2012-04-20 00:00:00.000000000,1,2012-04-20,2012-04-20,0
Finaho,['Financial Services'],5527508.0,FRA,A8,2013-01-01 00:00:00.000000000,1,2014-04-24,2014-04-24,0
FinanceAcar,"['Auto', 'Business Services', 'Cars', 'Consumers', 'Finance', 'Legal']",21214175.002838995,GBR,H9,2009-03-01 00:00:00.000000000,2,2010-09-16,2011-08-03,0
Financial Information Network & Operations Pvt,"['Finance', 'FinTech']",35000000.0,IND,16,2006-01-01 00:00:00.000000000,2,2007-03-03,2009-12-09,0
Finatext Ltd,"['Financial Services', 'Mobile', 'Service Providers']",300000.0,JPN,40,2014-01-05 00:00:00.000000000,1,2014-05-01,2014-05-01,0
FindIt,"['Productivity Software', 'Search', 'Software']",1000000.0,RUS,54,2012-01-01 00:00:00.000000000,1,2013-08-01,2013-08-01,0
FindThatLead,"['Email', 'Social Media', 'Social Network Media']",188302.0,ESP,unknown,2014-11-01 00:00:00.000000000,1,2014-11-01,2014-11-01,0
FINE,['Manufacturing'],175000000.0,SGP,unknown,2011-01-29 13:31:02.880490288,1,2015-05-12,2015-05-12,0
Finggers,"['Apps', 'Mobile', 'Social Network Media']",50000.0,SGP,unknown,2008-01-01 00:00:00.000000000,1,2008-03-04,2008-03-04,0
Finisar,['Banking'],41358853.86867132,USA,CA,1988-01-01 00:00:00.000000000,1,1998-11-04,1998-11-04,1
Finjan Holdings,"['Enterprise Software', 'Intellectual Asset Management', 'Intellectual Property', 'Internet', 'Network Security', 'Security', 'Software']",42000000.0,USA,NY,1996-01-01 00:00:00.000000000,4,2004-06-16,2013-11-25,1
Fios,['Legal'],6500000.0,USA,OR,1999-01-01 00:00:00.000000000,1,2005-08-22,2005-08-22,1
Fipeo,"['Messaging', 'Networking', 'Video']",15515606.656651298,SGP,unknown,2011-05-20 00:00:00.000000000,1,2011-07-22,2011-07-22,0
Firebase,"['Developer Tools', 'Enterprise Software', 'Internet Infrastructure', 'Real Time']",7000000.0,USA,CA,2011-09-01 00:00:00.000000000,2,2012-05-24,2013-06-20,1
Firecomms,['Semiconductors'],17035520.0,IRL,4,2000-01-01 00:00:00.000000000,2,2006-04-28,2009-01-14,1
FireEye,"['Computers', 'Network Security', 'Security']",840945776.0,USA,CA,2004-01-01 00:00:00.000000000,7,2005-01-01,2014-01-10,1
Firefly BioWorks,['Biotechnology'],3395000.0,USA,MA,2010-01-01 00:00:00.000000000,4,2011-10-21,2014-07-21,1
FirePower Technology,['Manufacturing'],500000.0,USA,CA,2014-01-10 00:00:00.000000000,1,2014-02-24,2014-02-24,0
FireStar Software,['Enterprise Software'],980000.0,USA,MA,2001-01-01 00:00:00.000000000,1,2006-01-03,2006-01-03,0
Firethorn,['Mobile'],25131611.0,USA,GA,2001-01-01 00:00:00.000000000,3,2006-03-01,2007-01-02,1
Firetide,['Mobile'],39790000.0,USA,CA,2003-01-01 00:00:00.000000000,4,2003-06-03,2009-09-30,1
TeraFirrma,"['Entrepreneur', 'Information Security', 'Information Services']",200000.0,RUS,48,2008-02-19 13:31:02.880490288,1,2012-06-01,2012-06-01,0
First Coverage,['Finance'],14503750.0,USA,MA,2005-01-01 00:00:00.000000000,3,2006-11-28,2010-10-22,1
First Data Corporation,"['Payments', 'Trading']",3500000000.0,USA,GA,1971-01-01 00:00:00.000000000,1,2014-07-03,2014-07-03,1
First Solar,"['Clean Technology', 'Semiconductors']",427700000.0,USA,AZ,1999-01-01 00:00:00.000000000,1,2013-06-18,2013-06-18,1
First To File,['Software'],3767701.0,USA,CA,1998-01-01 00:00:00.000000000,3,2009-12-28,2012-09-11,1
First Wave Technologies,['Consulting'],2193100.0,USA,NY,2006-11-24 13:31:02.880490288,3,2011-03-07,2014-09-05,0
First Wind,"['Clean Technology', 'Energy', 'Renewable Energies']",566000000.0,USA,MA,2002-12-15 13:31:02.880490288,4,2007-03-28,2012-03-20,1
FirstDIBZ,"['Public Relations', 'Sports', 'Technology']",41358853.86867132,USA,IL,2001-01-01 00:00:00.000000000,1,2007-06-07,2007-06-07,0
FirstHand Technologies,['Enterprise Software'],13000000.0,CAN,ON,2002-01-01 00:00:00.000000000,2,2005-04-20,2006-05-24,1
Firstmonie,['Mobile'],12000000.0,NGA,5,2009-11-30 13:31:02.880490288,1,2014-03-13,2014-03-13,0
Fish Bowl VR,"['Games', 'Gamification', 'Real Time']",118000.0,SGP,unknown,2011-04-15 13:31:02.880490288,1,2015-07-27,2015-07-27,0
Fisker Automotive,"['Automotive', 'Clean Technology']",1471000000.0,USA,CA,2008-01-01 00:00:00.000000000,9,2008-01-14,2012-04-02,1
Fitbit,"['Fitness', 'Hardware', 'Health and Wellness', 'Personal Health', 'Wearables']",66000000.0,USA,CA,2007-05-01 00:00:00.000000000,4,2008-10-10,2013-08-13,1
Fitfu,"['Fitness', 'iPhone', 'Software']",400000.0,GBR,F2,2009-01-01 00:00:00.000000000,1,2011-01-01,2011-01-01,0
fitmob,"['Entertainment', 'Exercise', 'Fitness', 'Health and Wellness']",14850000.0,USA,CA,2013-06-01 00:00:00.000000000,4,2014-01-23,2015-02-09,1
